# Playas rev. 1.5 (2024-03-124)
,Identificador,Tramo,Nombre,Longitud,Anchura,Direccion,ID_Municipio,Municipio,geometry
38,A03-003_08,A03-003,"08.Playa Nueva Almeria",1771.917773,50,S,04013,Almería,"LINESTRING (549649.174483364 4075145.77463115, 549653.3711670805 4075138.667957748, 549669.6461546478 4075106.117982613, 549748.6960942607 4075054.968021687, 549876.5709965756 4074964.2930909544, 549990.4959095472 4074864.3181673265, 550127.6708047577 4074750.393254355, 550248.570712401 4074659.7183236224, 550371.7956182681 4074550.4434070988, 550467.1205454483 4074464.4184728144, 550585.6954548677 4074378.39353853, 550632.1954193459 4074273.768618454, 550711.2453589587 4074166.8187001543)"
39,A03-003_09,A03-003,"09.Playa Punta del Río",917.764838,27,S,04013,Almería,"LINESTRING (550722.646011156 4074156.5349790677, 550730.9583673112 4074143.7893662965, 550790.8073316276 4074102.7817425984, 550833.7771759253 4074070.2357772347, 550890.739632411 4074055.1232887795, 550932.5896004414 4074026.0608109804, 550965.1395755761 4074017.923317197, 551006.9895436064 4074048.1482941075, 551046.5145134128 4074056.2857878916, 551123.2394548018 4074064.423281675, 551183.6894086234 4074063.260782563, 551220.889380206 4074067.910779011, 551258.0893517885 4074080.6982692424, 551302.2643180428 4074108.5982479295, 551311.1608269343 4074124.1167900614, 551315.8711620888 4074132.4291462163)"
40,A03-003_10,A03-003,"10.Playa del Bobar o La Cañada",4032.242747,6,S,04013,Almería,"LINESTRING (551446.414207925 4074471.15265847, 551448.157956593 4074478.7089026975, 551451.0642043728 4074490.333893817, 551465.5954432723 4074504.2838831604, 551505.7016626346 4074543.808852967, 551509.7704095265 4074557.1775927544, 551506.2829121907 4074566.47758565, 551524.301648426 4074589.7275678893, 551555.1078748928 4074612.3963005724, 551583.5891031356 4074628.6712881397, 551610.3265827105 4074650.1775217107, 551667.8702887523 4074685.633744626, 551703.9077612228 4074705.396229529, 551739.3639841374 4074726.9024631, 551765.5202141564 4074738.5274542198, 551785.8639486155 4074748.408696671, 551818.4139237503 4074760.614937347, 551841.6639059894 4074769.914930242, 551889.9076191355 4074792.5836629258, 551912.5763518185 4074801.8836558214, 551945.1263269533 4074812.3461478287, 551975.351303864 4074821.0648911684, 552016.6200223385 4074825.13363806, 552059.6324894808 4074835.014880512, 552100.9012079551 4074839.0836274037, 552141.5886768735 4074841.408625628, 552167.1636573364 4074840.8273760723, 552210.7573740347 4074841.408625628, 552243.8885987254 4074841.989875184, 552277.6010729721 4074841.9898751825, 552292.7135614274 4074858.26486275, 552299.6885560992 4074872.2148520933, 552290.3885632035 4074881.514844989, 552311.3135472187 4074897.7898325566, 552334.5635294577 4074922.2023139074, 552363.6260072566 4074943.1272979225, 552405.4759752869 4074962.889782826, 552438.0259504216 4074984.977265953, 552457.7884353248 4074997.7647561845, 552526.3758829301 4075048.9147171103, 552590.3133340876 4075103.5521753724, 552631.0008030061 4075161.67713097, 552667.0382754767 4075225.6145821274, 552714.7007390667 4075293.039530621, 552765.8506999927 4075393.0144542493, 552779.8006893361 4075427.889427608, 552826.3006538143 4075481.364386758, 552849.0420426918 4075517.3292030348, 552858.3420355875 4075533.022941046, 552884.4982656065 4075577.1979073, 552907.1669982895 4075607.422884211, 552930.4169805286 4075633.57911423, 552969.360700779 4075680.660328264, 552990.2856847942 4075705.654059171, 553011.2106688094 4075724.835294518, 553035.6231501604 4075748.0852767574, 553057.1293837315 4075756.804020097, 553072.8231217429 4075759.1290183207, 553075.1481199668 4075773.079007664, 553069.9168739631 4075785.2852483396, 553075.1481199668 4075792.2602430116, 553115.8355888852 4075827.716465926, 553145.4793162401 4075850.966448165, 553173.379294927 4075871.3101826245, 553193.1417798302 4075883.5164233, 553228.0167531888 4075907.9289046507, 553259.9854787675 4075931.760136446, 553283.2354610066 4075941.6413788977, 553333.2229228207 4075965.472610693, 553375.0728908511 4075989.885092044, 553400.647871314 4076000.9288336076, 553448.3103349041 4076018.366320287, 553677.3226599591 4076113.6912474665, 553727.3101217732 4076129.966235034, 553766.2538420237 4076142.7537252656, 553813.3350560577 4076154.9599659415, 553858.091271868 4076174.1412012884, 553899.3599903423 4076195.6474348595, 553927.2599690292 4076210.759923315, 553990.0349210746 4076242.728648894, 554043.5098802246 4076267.141130245, 554065.0161137957 4076277.6036222526, 554099.8910871543 4076294.459859376, 554137.6723082928 4076302.5973531594, 554162.6660391998 4076322.359838063, 554182.428524103 4076337.472326518, 554213.8160001258 4076351.4223158616, 554248.1097239285 4076360.141059201, 554273.1034548355 4076375.253547657, 554294.6096884066 4076390.947285668, 554314.3721733099 4076407.222273235, 554355.6408917842 4076433.9597528097, 554384.703369583 4076453.722237713, 554435.853330509 4076471.1597243925, 554476.5407994274 4076481.6222163998, 554503.2782790024 4076492.0847084075, 554542.8032488088 4076502.547200415, 554590.4657123989 4076518.8221879825, 554618.3656910858 4076516.4971897583, 554648.5906679967 4076510.684694199, 554671.8406502357 4076506.034697751)"
41,A03-004_11,A03-004,"11.Playa Costa Cabana",1390.726121,27,S,04013,Almería,"LINESTRING (554684.3375156891 4076518.749531784, 554636.6750520989 4076538.5120166875, 554648.3000432185 4076594.311974061, 554684.3375156891 4076645.461934987, 554747.1124677346 4076667.549418114, 554800.5874268844 4076683.824405682, 554874.9873700496 4076687.3119030176, 554894.7498549528 4076701.261892361, 554913.349840744 4076736.1368657197, 554951.7123114385 4076774.499336414, 555007.5122688124 4076810.5368088847, 555093.537203097 4076824.486798228, 555150.4996595827 4076834.949290236, 555180.7246364935 4076862.849268923, 555185.3746329413 4076891.9117467217, 555253.9620805467 4076934.924213864, 555352.7745050627 4076962.824192551, 555434.1494428995 4076973.2866845583, 555465.5369189222 4076983.749176566, 555465.5369189222 4077015.136652589, 555466.6994180342 4077041.874132164, 555515.5243807363 4077058.149119731, 555584.1118283416 4077075.5866064103, 555652.6992759468 4077083.724100194, 555724.774220888 4077099.999087761)"
42,A03-004_12,A03-004,"12.Playa Del Perdigal o Del Alquián",3823.025123,25,S,04013,Almería,"LINESTRING (555730.0054668918 4077100.4350249274, 555743.9554562352 4077107.410019599, 555736.9804615636 4077134.72874873, 555739.8867093434 4077175.997467204, 555788.7116720455 4077214.359937899, 555837.5366347475 4077239.9349183617, 555891.0115938975 4077277.134889944, 555930.5365637039 4077324.797353534, 555988.6615193017 4077366.647321564, 556081.661448258 4077396.872298475, 556166.5238834306 4077420.122280714, 556289.7487892978 4077442.2097638412, 556351.3612422313 4077453.834754961, 556455.9861623071 4077460.8097496326, 556538.5235992558 4077473.597239864, 556673.3734962426 4077486.3847300955, 556814.035888789 4077488.709728319, 556938.4232937681 4077478.247236312, 557023.2857289407 4077478.247236312, 557151.1606312556 4077470.109742528, 557676.610229859 4077351.534833108, 557825.4101161892 4077286.4348828387, 558006.759977654 4077221.3349325694, 558206.70982491 4077188.7849574345, 558346.2097183445 4077184.1349609867, 558597.3095265266 4077072.5350462394, 558662.409476796 4077077.1850426868, 558848.4093347087 4077035.3350746566, 558978.6092352476 4076956.285135044, 559127.4091215776 4077002.7850995217, 559248.3090292208 4076965.5851279395, 559285.5090008035 4076943.497644812)"
43,A03-004_13,A03-004,"13.Playa El Toyo",1415.026213,15,S,04013,Almería,"LINESTRING (559286.6714999148 4076943.4976448147, 559357.5839457441 4076919.085163464, 559426.1713933493 4076913.272667904, 559523.8213187534 4076940.010147479, 559570.3212832316 4076962.097630606, 559636.583732613 4076986.5101119573, 559774.9211269355 4076956.2851350466, 559866.7585567799 4076907.4601723445, 559963.2459830721 4076869.0977016496, 560130.6458551936 4076792.3727602605, 560242.2457699411 4076720.2978153196, 560335.2456988975 4076697.0478330804, 560421.2706331821 4076680.772845513, 560481.7205870037 4076717.9728170955, 560532.8705479297 4076727.272809991, 560569.4892699561 4076713.904070204, 560579.6611371858 4076709.8353233123, 560595.3548751972 4076703.7322029746, 560602.9111194249 4076701.9884543065)"
44,A03-004_14,A03-004,"14.Playa del Retamar",931.54404,42,S,04013,Almería,"LINESTRING (560603.2017442026 4076702.279079085, 560666.2673210261 4076666.532231393, 560734.8547686313 4076633.6916314806, 560825.5296993637 4076582.5416705543, 560908.0671363125 4076536.0417060764, 560996.4170688209 4076475.5917522544, 561069.6545128741 4076424.4417913286, 561159.1669444946 4076366.316835731, 561239.3793832192 4076312.260627025, 561272.5106079099 4076290.1731438977, 561331.7980626195 4076247.7419263115, 561357.9542926385 4076227.3981918525, 561381.7855244336 4076208.798206061, 561389.3417686613 4076206.4732078374)"
45,A03-004_15,A03-004,"15.Playa de Torregarcía",2448.249497,13,S,04013,Almería,"LINESTRING (561407.7964420634 4076196.3013406065, 561542.6463390501 4076091.676420531, 561642.6212626782 4076080.0514294114, 561810.0211347996 4076049.8264525007, 561961.1460193535 4075942.8765342007, 562249.4457991181 4075719.676704705, 562405.2206801199 4075589.4768041666, 562570.2955540174 4075475.551891195, 562712.1204456758 4075359.3019799995, 562867.8953266778 4075283.7395377224, 562949.2702645146 4075318.614511081, 563053.8951845905 4075260.4895554837, 563246.8700371749 4075102.3896762575, 563353.8199554747 4075023.3397366446, 563423.5699021919 4074944.289797032)"
46,A03-004_16,A03-004,"16.Playa de las Amoladeras",3673.0764,60,S,04013,Almería,"LINESTRING (563463.2401843872 4074913.0476333965, 564030.5397510207 4074382.948038345, 564551.3393531762 4073843.5484503987, 565062.838962436 4073304.148862452, 565472.0386498438 4072867.0491963574, 565788.2384082953 4072504.3494734275, 566011.4382377905 4072271.849651037)"
47,A03-004_17,A03-004,"17.Playa del Charco",1842.748282,80,S,04013,Almería,"LINESTRING (566025.3882271338 4072254.121539579, 566276.4880353159 4071961.1717633666, 566462.4878932285 4071770.521909006, 566629.8877653499 4071561.272068854, 566834.4876090538 4071314.8222571197, 567015.8374705187 4071128.8223992074, 567146.0373710574 4070938.172544847, 567222.7623124465 4070857.9601061223)"
48,A03-004_18,A03-004,"18.Playa de San Miguel",621.870381,55,S,04013,Almería,"LINESTRING (567232.062305342 4070854.4726087837, 567392.4871827917 4070647.547766856, 567522.6870833306 4070480.1478947345, 567608.7120176152 4070366.222981763, 567611.6182653949 4070362.1542348713)"
49,A03-004_19,A03-004,"19.Playa de las Salinas de Cabo de Gata",3453.357313,65,S,04013,Almería,"LINESTRING (567613.5973082673 4070360.5571785425, 567686.0135988636 4070259.0250597685, 567792.0250758193 4070132.1099113002, 568015.9929848803 4069840.9516295204, 568080.1971188112 4069768.535338924, 568209.35194637 4069569.203899859, 568412.416183919 4069324.3323192853, 568560.2350038993 4069113.8024847675, 568799.1341068981 4068774.864382388, 568885.7350317352 4068656.9079502826, 569250.0561638081 4068161.1923115584, 569530.7626098316 4067772.981269186, 569656.1846389059 4067580.3688673927)"
50,A03-004_20,A03-004,"20.Playa de la Almadraba",2042.719495,33,S,04013,Almería,"LINESTRING (569656.0913189441 4067580.0889075072, 569680.7277889408 4067542.014362967, 569708.5371376493 4067499.6471001706, 569736.1598464334 4067461.385915706, 569756.3169582491 4067433.389927073, 569766.3955141568 4067416.2190540447, 569779.460308852 4067401.8477798803, 569791.0319841534 4067387.6631456395, 569806.7097377877 4067364.5197950364, 569814.1753347565 4067354.441239129, 569833.585886875 4067329.8047691314, 569841.7980435406 4067320.4727729205, 569846.2774017218 4067313.007175952, 569862.1417952804 4067290.610385046, 569874.0867504303 4067272.3196724723, 569880.8057877021 4067262.8010363374, 569892.3774630034 4067244.3236838393, 569913.6544143641 4067211.4750571772, 569933.0649664827 4067184.2256282414, 569948.742720117 4067166.681475365, 569959.94111557 4067152.870120973, 569975.6188692043 4067131.593169612, 569986.4439848089 4067115.9154159776, 570150.3138382715 4066878.882712222, 570248.8597182584 4066743.0088473917, 570311.5707327954 4066660.887280736, 570360.8436727887 4066593.696908018, 570438.4858812634 4066480.219834094, 570482.5329033787 4066421.988177738, 570543.7507985219 4066338.3734916886, 570578.0925445779 4066281.634954727, 570633.3379621463 4066212.2049029176, 570668.4262678991 4066163.6785226213, 570696.0489766833 4066125.603978081, 570728.1510436486 4066066.6257620277, 570753.5340733422 4066028.551217487, 570785.6361403075 4065984.5041953716, 570811.019170001 4065953.148688103, 570827.4434833322 4065931.498456894, 570838.2685989367 4065917.3138226536)"
51,A03-004_21,A03-004,"21.Playa de La Fabriquilla",386.133554,30,S,04013,Almería,"LINESTRING (570838.6418787845 4065917.0338627677, 570869.997386053 4065867.3876429256, 570881.0091415817 4065851.5232493673, 570908.8184902901 4065809.62258638, 570945.3999154366 4065756.616847901, 570966.6768667975 4065722.275101845, 571002.8850120957 4065675.615120791, 571016.3230866394 4065656.951128369, 571030.8810007283 4065634.9276173115, 571041.3328364845 4065618.130024132, 571050.6648326954 4065608.0514682243, 571057.3838699672 4065599.46603171)"
52,A03-004_22,A03-004,"22.Playa del Corralete",411.270904,17,S,04066,Níjar,"LINESTRING (571811.7824436526 4064822.204067299, 571852.0966672837 4064768.825048973, 571871.1339395538 4064729.6306648874, 571890.9177715208 4064700.141556861, 571910.3283236395 4064658.7074936847, 571931.6052750002 4064626.232146871, 571952.8822263611 4064600.1025574803, 571992.4498902952 4064538.511382489, 572013.3535618075 4064513.1283527953, 572030.5244348355 4064489.2384424955, 572035.0037930167 4064478.7866067393)"
53,A04-001_01,A04-001,"01.Cala Arena",50.286632,6,S,04066,Níjar,"LINESTRING (572856.2658685714 4064183.801009882, 572863.352269408 4064194.54133615, 572870.4386702446 4064203.399337196, 572875.642745859 4064209.2677628887, 572882.0647966171 4064213.918213438, 572889.483372493 4064215.1361885816, 572892.2514978198 4064215.1361885816)"
54,A04-001_02,A04-001,"02.Cala Rajá o Cala del Dedo",105.561823,18,S,04066,Níjar,"LINESTRING (573460.229292992 4064596.8329898906, 573471.301794299 4064606.355341015, 573487.2461961813 4064608.126941224, 573513.8201993182 4064605.6909909365, 573529.7646012004 4064598.6045901, 573539.5084023506 4064591.5181892635, 573540.6156524813 4064581.995838139, 573536.6295520107 4064573.802187172)"
55,A04-001_03,A04-001,"03.Cala de Punta Negra",92.365139,9,S,04066,Níjar,"LINESTRING (574205.9622560223 4064514.453580164, 574232.0933591069 4064524.640281366, 574257.7815621393 4064527.29768168, 574285.2413653808 4064522.868681157, 574295.4280665834 4064519.7683807914)"
56,A04-001_04,A04-001,"04.Cala Carbón",101.078344,10,S,04066,Níjar,"LINESTRING (575257.7391551804 4065214.457112797, 575265.2684560692 4065233.5018150453, 575277.2267574808 4065237.9308155677, 575294.4998595198 4065242.802716143, 575312.2158616111 4065242.802716143, 575330.817663807 4065236.602115411, 575339.2327648003 4065227.301214313)"
57,A04-001_05,A04-001,"05.Cala de la Media Luna",195.054155,11,S,04066,Níjar,"LINESTRING (575622.9102482876 4065358.510354803, 575640.1833503266 4065369.1399560575, 575682.2588552934 4065381.098257469, 575723.891460208 4065385.527257992, 575764.6382650179 4065383.3127577305, 575797.4128688868 4065372.683156476, 575806.2708699325 4065362.053555221)"
58,A04-001_06,A04-001,"06.Playa del Monsul",389.95795,30,S,04066,Níjar,"LINESTRING (576051.8866301761 4065373.7488847277, 576116.5500378094 4065364.890883682, 576149.3246416782 4065340.9742808584, 576168.8122439787 4065337.4310804405, 576194.5004470111 4065344.5174812768, 576252.9632539124 4065331.2304797084, 576286.6236578858 4065317.94347814, 576327.3704626958 4065284.2830741666, 576352.1728656236 4065267.45287218, 576385.8332695971 4065270.110272493, 576410.6356725249 4065270.110272493)"
59,A04-001_07,A04-001,"07.Cala Palmito",101.526873,15,S,04066,Níjar,"LINESTRING (576580.7646551077 4065217.5158912865, 576603.3525577742 4065222.1663418356, 576626.604810519 4065223.4950419925, 576653.178813656 4065220.3947416265, 576672.8878659825 4065209.1007902934, 576677.3168665053 4065205.557589875)"
60,A04-001_08,A04-001,"08.Playa del Barronal",238.173769,30,S,04066,Níjar,"LINESTRING (576725.3715221777 4065195.9245137377, 576741.31592406 4065210.540215463, 576789.5920297587 4065215.4121160377, 576838.7539355621 4065210.983115515, 576887.9158413653 4065204.3396147313, 576918.0330449205 4065201.6822144175, 576945.9357482144 4065198.5819140514, 576953.0221490508 4065190.6097131106)"
